id,trade_code,name
2080,002636,广发集裕债券A
2081,002637,广发集裕债券C
2082,002638,兴业天融债券
2083,002639,天弘价值精选灵活配置混合
2084,002640,中信建投睿溢混合A
2085,002643,鹏华兴利混合
2086,002644,大成景荣债券A
2087,002645,大成景荣债券C
2088,002646,中科沃土货币A
2089,002647,中科沃土货币B
2090,002649,民生智造2025灵活配置混
2091,002650,东方红稳添利纯债
2092,002651,东方红汇利债券A
2093,002652,东方红汇利债券C
2094,002653,泰康沪港深精选混合
2095,002654,上投摩根策略精选混合
2096,002655,南方卓享绝对收益
2097,002656,南方创业板ETF联接A
2098,002657,招商安裕灵活配置混合A
2099,002658,招商安裕灵活配置混合C
2100,002659,兴业聚全灵活配置混合
2101,002660,兴业聚源灵活配置混合
2102,002661,兴业天禧债券
2103,002662,前海开源沪港深大消费混合A
2104,002663,前海开源沪港深大消费混合C
2105,002664,万家瑞和灵活配置混合A
2106,002665,万家瑞和灵活配置混合C
2107,002666,前海开源沪港深创新成长混合
2108,002667,前海开源沪港深创新成长混合
2109,002668,兴业聚丰灵活配置混合
2110,002669,华商万众创新混合
2111,002670,万家沪深300指数增强A
2112,002671,万家沪深300指数增强C
2113,002672,诺德货币A
2114,002673,诺德货币B
2115,002679,工银安盈货币A
2116,002680,工银安盈货币B
2117,002681,金鹰元和灵活配置混合A
2118,002682,金鹰元和灵活配置混合C
2119,002683,民生加银前沿科技灵活配置混
2120,002684,民生加银鑫安纯债A
2121,002685,中欧丰泓沪港深混合A
2122,002686,中欧丰泓沪港深混合C
2123,002688,红塔红土长益定开债A
2124,002689,红塔红土长益定开债C
2125,002690,前海开源恒泽保本混合A
2126,002691,前海开源恒泽保本混合C
2127,002692,富国创新科技混合
2128,002693,中银合利债券
2129,002694,中银新蓝筹混合
2130,002697,中欧消费主题股票C
2131,002698,博时裕利纯债债券
2132,002701,东方红汇阳债券A
2133,002702,东方红汇阳债券C
2134,002703,长城久源保本混合
2135,002704,德邦纯债一年定开债A
2136,002705,德邦纯债一年定开债C
2137,002707,大摩科技领先混合
2138,002708,大摩健康产业混合
2139,002709,红塔红土人人宝货币A
2140,002710,红塔红土人人宝货币B
2141,002711,广发集丰债券A
2142,002712,广发集丰债券C
2143,002713,广发转型升级混合
2144,002714,鹏华金城保本混合
2145,002716,博时裕通定开债A
2146,002717,红塔红土盛隆灵活配置A
2147,002718,红塔红土盛隆灵活配置C
2148,002719,融通增祥债券
2149,002720,国寿安保尊利增强回报债券A
2150,002721,国寿安保尊利增强回报债券C
2151,002722,工银财富货币B
2152,002723,江信祺福A
2153,002724,江信祺福C
2154,002725,中欧强瑞多策略债券
2155,002728,华富益鑫灵活配置混合A
2156,002729,华富益鑫灵活配置混合C
2157,002730,华富华鑫灵活配置混合A
2158,002731,华富华鑫灵活配置混合C
2159,002732,长盛沪港深混合
2160,002733,上银慧盈利货币
2161,002734,泓德裕荣纯债债券A
2162,002735,泓德裕荣纯债债券C
2163,002736,泓德裕和纯债债券A
2164,002737,泓德裕和纯债债券C
2165,002738,泓德裕康债券A
2166,002739,泓德裕康债券C
2167,002740,泓德裕泽一年定开债券A
2168,002741,泓德裕泽一年定开债券C
2169,002742,泓德裕祥债券A
2170,002743,泓德裕祥债券C
2171,002745,北信瑞丰丰利混合
2172,002746,汇添富多策略定开混合
2173,002747,中欧货币C
2174,002748,中欧货币D
2175,002749,嘉实稳盛债券
2176,002750,工银泰享三年理财债券
2177,002753,建信嘉薪宝货币B
2178,002754,博时裕创纯债
2179,002755,博时裕盛纯债债券
2180,002756,招商招兴纯债A
2181,002757,招商招兴纯债C
2182,002758,建信现金增利货币
2183,002759,东兴安盈宝A
2184,002760,东兴安盈宝B
2185,002763,大成景华一年定开债A
2186,002764,大成景华一年定开债C
2187,002765,新华双利债券A
2188,002766,新华双利债券C
2189,002767,泰康宏泰回报混合
2190,002768,华安安进灵活配置混合
2191,002769,兴业聚盛灵活配置混合C
2192,002770,安信新回报混合A
2193,002771,安信新回报混合C
2194,002772,光大产业新动力混合
2195,002773,光大铭鑫混合A
2196,002774,光大铭鑫混合C
2197,002775,博时景兴纯债债券
2198,002776,招商安荣混合A
2199,002777,招商安荣混合C
2200,002778,新疆前海联合新思路混合A
2201,002779,新疆前海联合新思路混合C
2202,002780,前海联合泓鑫混合A
2203,002781,博时聚瑞6个月定开债
2204,002782,富国祥利定开债发起式
2205,002783,东方红价值精选混合A
2206,002784,东方红价值精选混合C
2207,002785,中融融裕双利债券A
2208,002786,中融融裕双利债券C
2209,002788,融通现金宝货币A
2210,002789,长盛同享灵活配置A
2211,002790,长盛同享灵活配置C
2212,002792,景顺长城顺益回报混合A
2213,002793,景顺长城顺益回报混合C
2214,002794,天弘永利债券E
2215,002795,平安惠盈纯债
2216,002796,景顺长城景盈双利债券A
2217,002797,景顺长城景盈双利债券C
2218,002801,泓德泓信混合
2219,002802,广发东财大数据混合
2220,002803,东方红沪港深混合
2221,002804,华泰柏瑞量化对冲
2222,002805,浙商汇金聚利一年定开债A
2223,002806,浙商汇金聚利一年定开债C
2224,002807,融通通安债券
2225,002808,泓德优势领航混合
2226,002810,金信转型创新成长混合发起式
2227,002811,博时裕顺纯债债券
2228,002812,博时裕通定开债C
2229,002813,博时颐泰混合A
2230,002814,博时颐泰混合C
2231,002815,招商招益两年定开债A
2232,002816,招商招益两年定开债C
2233,002817,招商招恒纯债A
2234,002818,招商招恒纯债C
2235,002819,招商丰美混合A
2236,002820,招商丰美混合C
2237,002823,招商盛达混合A
2238,002824,招商盛达混合C
2239,002825,融通通和债券
2240,002826,中银永利半年定开债
2241,002828,南方现金增利货币E
2242,002829,南方现金增利货币F
2243,002830,浙商惠丰定开债
2244,002831,国投瑞银瑞宁混合
2245,002832,工银恒享纯债债券
2246,002833,华夏新锦绣混合A
2247,002834,华夏新锦绣混合C
2248,002837,华夏网购精选混合
2249,002838,华夏新锦程混合A
2250,002839,华夏新锦程混合C
2251,002840,九泰久鑫债券A
2252,002841,九泰久鑫债券C
2253,002844,金鹰多元策略混合
2254,002845,上投摩根安鑫回报C
2255,002846,泓德泓华混合
2256,002847,天弘现金管家货币E
2257,002849,金信智能中国2025混合
2258,002850,南方甑智混合
2259,002851,南方品质混合
2260,002852,招商财富宝交易型货币A
2261,002855,博时现金宝货币C
2262,002858,长信富平纯债一年定开债A
2263,002859,长信富平纯债一年定开债C
2264,002860,前海开源沪港深新机遇混合
2265,002861,工银智能制造股票
2266,002862,金信量化精选混合
2267,002863,金信深圳成长混合发起式
2268,002864,广发安泽短债债券A
2269,002865,广发安泽短债债券C
2270,002866,新华丰盈回报债券
2271,002867,新华恒稳添利债券C
2272,002868,鹏华丰茂债券
2273,002869,融通通裕定开债
2274,002870,兴业增益五年定开债
2275,002871,华夏智胜价值成长A
2276,002872,华夏智胜价值成长C
2277,002877,华夏大中华信用债A
2278,002878,华夏大中华信用债美元现汇A
2279,002879,华夏大中华信用债美元现钞A
2280,002880,华夏大中华信用债C
2281,002881,中加丰润纯债债券A
2282,002882,中加丰润纯债债券C
2283,002883,华润元大现金通货币A
2284,002884,华润元大现金通货币B
2285,002885,大摩万众创新灵活配置混合
2286,002889,交银天利宝货币A
2287,002890,交银天利宝货币E
2288,002891,华夏移动互联混合人民币
2289,002892,华夏移动互联混合美元现汇
2290,002893,华夏移动互联混合美元现钞
2291,002894,华夏天利货币A
2292,002895,华夏天利货币B
2293,002898,富国两年期理财债券A
2294,002899,富国两年期理财债券C
2295,002900,南方中证500信息技术联接
2296,002901,财通资管积极收益债券A
2297,002902,财通资管积极收益债券C
2298,002903,广发中证500ETF联接C
2299,002904,博时安仁一年定开债A
2300,002905,博时安仁一年定开债C
2301,002906,南方中证500量化增强A
2302,002907,南方中证500量化增强C
2303,002908,富国睿利定开混合发起式
2304,002909,浙商惠享纯债
2305,002910,易方达供给改革混合
2306,002912,兴业稳天盈货币A
2307,002915,鑫元裕利债券
2308,002917,嘉实活钱包货币E
2309,002918,交银现金宝货币E
2310,002919,东吴智慧医疗量化策略混合
2311,002920,中欧短债债券A
2312,002923,兴业聚惠灵活配置混合C
2313,002924,华商瑞鑫定开债
2314,002925,广发集源债券A
2315,002926,广发集源债券C
2316,002927,长盛盛和纯债A
2317,002928,长盛盛和纯债C
2318,002929,博时聚盈纯债债券
2319,002930,博时聚润纯债债券
2320,002932,圆信永丰强化收益A
2321,002933,圆信永丰强化收益C
2322,002934,泰康恒泰回报混合A
2323,002935,泰康恒泰回报混合C
2324,002936,华夏沃利货币A
2325,002937,华夏沃利货币B
2326,002938,中银健康产业混合
2327,002939,广发创新升级混合
2328,002943,广发多因子混合
2329,002945,大成盛世精选灵活配置混合
2330,002946,大成景盛一年定开债A
2331,002947,大成景盛一年定开债C
2332,002948,华安聚利18个月定开债A
2333,002949,华安聚利18个月定开债C
2334,002952,建信多因子量化股票
2335,002953,华安安福保本混合A
2336,002954,华安安福保本混合C
2337,002955,融通新趋势灵活配置混合
2338,002957,财通财通宝货币A
2339,002958,财通财通宝货币B
2340,002959,汇添富盈稳保本混合
2341,002960,博时合利货币
2342,002961,中欧双利债券A
2343,002962,中欧双利债券C
2344,002963,易方达黄金ETF联接C
2345,002964,国投瑞银顺鑫定开
2346,002965,中海合嘉增强收益债券A
2347,002966,中海合嘉增强收益债券C
2348,002967,浙商大数据智选消费混合
2349,002968,新华高端制造混合
2350,002969,易方达丰和债券
2351,002970,博时裕昂纯债债券
2352,002971,前海开源鼎安债券A
2353,002972,前海开源鼎安债券C
2354,002974,广发信息技术联接C
2355,002977,广发中证全指可选消费联接C
2356,002978,广发医药卫生联接C
2357,002979,广发中证全指金融地产联接C
2358,002980,华夏创新前沿股票
2359,002982,广发养老指数C
2360,002983,长信国防军工量化混合
2361,002984,广发中证环保ETF联接C
2362,002985,中银季季红定开债
2363,002986,泰康丰盈债券
2364,002987,广发沪深300ETF联接C
2365,002988,平安鼎信债券
2366,002989,融通通乾研究精选混合
2367,002991,嘉实稳鑫纯债债券
2368,002994,招商招裕纯债A
2369,002995,招商招裕纯债C
2370,002996,长信稳健纯债债券A
2371,002997,工银瑞享纯债债券
2372,003000,招商丰德灵活配置混合A
2373,003001,招商丰德灵活配置混合C
2374,003002,国金及第七天理财
2375,003003,华夏现金增利货币A/E
2376,003004,招商睿祥定开混合
2377,003009,中融盈泽债券A
2378,003010,中融盈泽债券C
2379,003013,中融恒泰纯债A
2380,003014,中融恒泰纯债C
2381,003015,中金沪深300A
2382,003016,中金中证500A
2383,003017,广发中证军工ETF联接A
2384,003022,建信现金添益货币A
2385,003023,博时景发纯债债券
2386,003024,平安惠金定开债A
2387,003025,新华红利回报混合
2388,003026,安信新价值混合A
2389,003027,安信新价值混合C
2390,003028,安信新优选混合A
2391,003029,安信新优选混合C
2392,003030,安信新目标混合A
2393,003031,安信新目标混合C
2394,003032,平安医疗健康混合
2395,003033,南方荣冠定开混合
2396,003034,平安交易型货币A
2397,003037,广发集瑞债券A
2398,003038,广发集瑞债券C
2399,003039,广发集富纯债A
2400,003040,广发集富纯债C
2401,003041,鑫元得利债券
2402,003042,交银活期通货币A
2403,003043,交银活期通货币E
2404,003044,东方红战略精选混合A
2405,003045,东方红战略精选混合C
2406,003046,招商信用定开债人民币
2407,003047,招商信用定开债美元
2408,003050,农银汇理金丰一年定开债
2409,003051,农银汇理金利一年定开债
2410,003053,嘉实文体娱乐股票A
2411,003054,嘉实文体娱乐股票C
2412,003056,嘉实稳泽纯债债券
2413,003059,长信先利半年定期开放混合
2414,003062,银华通利混合A
2415,003063,银华通利混合C
2416,003064,南方荣欢混合
2417,003065,光大保德信尊富18个月定开债A
2418,003066,光大保德信尊富18个月定开债C
2419,003069,光大保德信量化优选股票
2420,003071,中融睿祥定期开放债券A
2421,003072,中融睿祥定期开放债券C
2422,003073,泰达宏利汇利债券A
2423,003074,泰达宏利汇利债券C
2424,003075,中融货币E
2425,003078,泰康安惠纯债债券A
2426,003079,中融3-5年中高等级信用债
2427,003080,中融3-5年中高等级信用债
2428,003081,中融1-3年中高等级信用债A
2429,003082,中融1-3年中高等级信用债C
2430,003083,中融1-3年高等级信用债A
2431,003084,中融1-3年高等级信用债C
2432,003085,中融0-1年中高等级信用债
2433,003086,中融0-1年中高等级信用债
2434,003092,华商丰利增强定开债A
2435,003093,华商丰利增强定开债C
2436,003095,中欧医疗健康混合A
2437,003096,中欧医疗健康混合C
2438,003099,长盛盛景纯债A
2439,003100,长盛盛景纯债C
2440,003102,长盛盛裕纯债A
2441,003103,长盛盛裕纯债C
2442,003104,泰达宏利定宏混合
2443,003105,光大永鑫混合A
2444,003106,光大永鑫混合C
2445,003107,光大保德信安祺债券A
2446,003108,光大保德信安祺债券C
2447,003109,光大安和债券A
2448,003110,光大安和债券C
2449,003115,光大保德信诚鑫混合A
2450,003116,光大保德信诚鑫混合C
2451,003117,光大吉鑫混合A
2452,003118,光大吉鑫混合C
2453,003119,博时鑫源混合A
2454,003120,博时鑫源混合C
2455,003121,中信保诚稳利债券A
2456,003123,天治鑫利纯债债券A
2457,003124,天治鑫利纯债债券C
2458,003125,中科沃土沃鑫成长混合
2459,003126,长信纯债半年债券A
2460,003127,长信纯债半年债券C
2461,003130,中信保诚稳利债券C
2462,003131,国寿安保强国智造混合
2463,003132,德邦新回报灵活配置混合
2464,003133,易方达裕鑫债券A
2465,003134,易方达裕鑫债券C
2466,003135,金元顺安沣楹债券
2467,003142,鹏华弘达混合A
2468,003143,鹏华弘达混合C
2469,003144,华宝新机遇混合(LOF)C
2470,003145,中融竞争优势
2471,003146,融通通优债券
2472,003147,大成动态量化混合
2473,003150,中欧睿诚定期开放混合A
2474,003151,中欧睿诚定期开放混合C
2475,003152,华富天鑫灵活配置混合A
2476,003153,华富天鑫灵活配置混合C
2477,003154,华宝新活力混合
2478,003155,中加丰尚纯债债券
2479,003156,招商招悦纯债A
2480,003157,招商招悦纯债C
2481,003159,万家恒瑞18个月定开债A
2482,003160,万家恒瑞18个月定开债C
2483,003161,南方安泰混合
2484,003162,博时富宁纯债债券
2485,003163,金鹰添益纯债
2486,003164,建信现金添利货币B
2487,003165,鹏华弘嘉混合A类
2488,003166,鹏华弘嘉混合C类
2489,003167,前海开源鼎瑞债券A
2490,003168,前海开源鼎瑞债券C
2491,003169,长盛盛辉混合A
2492,003170,长盛盛辉混合C
2493,003171,信达澳银慧理财货币
2494,003173,民生加银鑫安纯债C
2495,003174,前海联合添惠纯债A
2496,003175,华泰柏瑞多策略混合
2497,003176,德邦景颐债券A
2498,003177,德邦景颐债券C
2499,003179,山西裕利定开债
2500,003180,前海联合添利债券A
2501,003181,前海联合添利债券C
2502,003182,华富弘鑫混合A
2503,003183,华富弘鑫混合C
2504,003184,中证财通可持续发展100指
2505,003185,建信货币B
2506,003186,鹏华兴安定期开放混合
2507,003187,嘉实安益混合
2508,003188,博时聚源纯债债券
2509,003189,汇添富保鑫保本混合
2510,003190,创金合信消费主题股票A
2511,003191,创金合信消费主题股票C
2512,003192,创金合信尊丰纯债
2513,003193,创金合信尊智纯债
2514,003194,汇添富中证上海国企ETF联接
2515,003195,光大保德信永利纯债A
2516,003196,光大保德信永利纯债C
2517,003197,光大保德信安诚债券A
2518,003198,光大保德信安诚债券C
2519,003199,长盛盛琪一年债券A
2520,003200,长盛盛琪一年债券C
2521,003204,财通收益增强债券C
2522,003205,财通多策略稳健增长债券C
2523,003206,博时合鑫货币
2524,003207,博时富发纯债
2525,003208,东兴量化多策略混合
2526,003209,鹏华丰达债券
2527,003210,博时智臻纯债债券
2528,003213,中银悦享定期开放债券发起式
2529,003214,易方达富惠纯债债券
2530,003218,前海开源祥和债券A
2531,003219,前海开源祥和债券C
2532,003220,浙商惠利纯债债券
2533,003221,新华丰利债券A
2534,003222,新华丰利债券C
2535,003223,广发景丰纯债
2536,003224,鹏华兴润定期开放混合A
2537,003225,鹏华兴润定期开放混合C
2538,003226,信诚稳健债券A
2539,003227,信诚稳健债券C
2540,003228,浦银安盛日日鑫货币A
2541,003229,浦银安盛日日鑫货币B
2542,003230,创金合信医疗保健股票A
2543,003231,创金合信医疗保健股票C
2544,003232,创金金融地产精选A
2545,003233,创金金融地产精选C
2546,003234,信诚至利混合A
2547,003235,信诚至利混合C
2548,003236,信诚惠盈债券A
2549,003237,信诚惠盈债券C
2550,003238,新华外延增长主题灵活配置混合
2551,003239,博时安祺一年定开债A
2552,003240,博时安祺一年定开债C
2553,003241,创金合信量化发现混合A
2554,003242,创金合信量化发现混合C
2555,003243,上投摩根中国世纪人民币
2556,003244,上投摩根中国世纪美元现钞
2557,003245,上投摩根中国世纪美元现汇
2558,003246,华泰柏瑞天添宝货币A
2559,003252,大成添益交易型货币A
2560,003253,大成添益交易型货币B
2561,003254,前海开源鼎裕债券A
2562,003255,前海开源鼎裕债券C
2563,003258,博时富祥纯债债券
2564,003259,博时聚利纯债债券
2565,003260,博时利发纯债
2566,003261,安信沪深300增强发起式A
2567,003262,安信沪深300增强发起式C
2568,003264,新华活期添利货币B
2569,003265,招商招坤纯债A
2570,003266,招商招坤纯债C
2571,003267,新华壹诺宝货币B
2572,003268,博时悦楚纯债
2573,003269,招商招乾3个月定开债A
2574,003270,招商招乾3个月定开债C
2575,003273,安信永丰定开债券A
2576,003274,安信永丰定开债券C
2577,003275,国联安鑫盈混合A
2578,003276,国联安鑫盈混合C
2579,003277,信诚稳瑞债券A
2580,003278,信诚稳瑞债券C
2581,003279,融通沪港深智慧生活灵活配置
2582,003280,鹏华丰恒债券
2583,003281,广发活期宝货币B
2584,003282,信诚至裕灵活配置混合A
2585,003283,信诚至裕灵活配置混合C
2586,003284,中邮医药健康混合
2587,003285,国寿安保安康纯债债券
2588,003286,平安惠享纯债
2589,003287,中信保诚稳益A
2590,003288,中信保诚稳益C
2591,003289,创金合信尊泰纯债债券
2592,003290,长城久稳债券
2593,003291,信达澳银健康中国混合
2594,003292,嘉实优势成长混合
2595,003293,易方达科瑞混合
2596,003295,南方安裕混合A
2597,003297,招商双债增强债券(LOF)E
2598,003298,嘉实物流产业股票A
2599,003299,嘉实物流产业股票C
2600,003300,华夏圆和混合
2601,003301,华夏鼎融债券A
2602,003302,华夏鼎融债券C
2603,003304,前海开源沪港深核心资源混合A
2604,003305,前海开源沪港深核心资源混合C
2605,003308,中信建投睿利A
2606,003309,兴业启元一年定开债A
2607,003310,兴业启元一年定开债C
2608,003312,大摩睿成中小盘弹性股票
2609,003313,中银睿享定开债券
2610,003314,浙商惠南纯债债券
2611,003315,景顺长城政策性金融债
2612,003316,中银证券现金管家货币A
2613,003317,中银证券现金管家货币B
2614,003318,景顺中证500行业中性低波动
2615,003319,建信瑞丰添利混合A
2616,003320,建信瑞丰添利混合C
2617,003321,易方达原油C类人民币
2618,003322,易方达原油A类美元汇
2619,003323,易方达原油C类美元汇
2620,003324,东方永兴18个月定开债A
2621,003325,东方永兴18个月定开债C
2622,003327,万家鑫璟纯债A
2623,003328,万家鑫璟纯债C
2624,003329,万家鑫安纯债债券A
2625,003330,万家鑫安纯债债券C
2626,003331,博时乐臻定开混合
2627,003332,南方荣发混合
2628,003333,泰信智选成长混合
2629,003334,中融融信双盈A
2630,003335,中融融信双盈C
2631,003336,长江收益增强债券
2632,003337,南方颐元定开债券发起式A
2633,003338,南方颐元定开债券发起式C
2634,003339,华安睿享定开混合A
2635,003340,华安睿享定开混合C
2636,003341,工银瑞盈18个月定开债
2637,003342,工银国债纯债债券A
2638,003343,鹏华弘惠灵活配置混合A
2639,003344,鹏华弘惠灵活配置混合C
2640,003345,安信新成长混合A
2641,003346,安信新成长混合C
2642,003349,长信稳益纯债
2643,003351,招商稳荣定开混合A
2644,003352,招商稳荣定开混合C
2645,003357,嘉实稳祥纯债债券C
2646,003358,易方达中债7-10年国开债指数
2647,003359,大成360互联网+大数据1
2648,003360,前海开源瑞和债券A
2649,003361,前海开源瑞和债券C
2650,003362,国联安睿利定开混合
2651,003363,长江乐享货币A
2652,003364,长江乐享货币B
2653,003365,长江乐享货币C
2654,003366,浙商汇金中证转型成长指数
2655,003367,鹏华兴合定期开放混合A
2656,003368,鹏华兴合定期开放混合C
2657,003371,招商招轩纯债A
2658,003372,招商招轩纯债C
2659,003373,大成景禄灵活配置混合A
2660,003374,大成景禄灵活配置混合C
2661,003376,广发中债7-10年国开债指
2662,003377,广发中债7-10年国开债指数C
2663,003378,泰康策略优选混合
2664,003379,信诚至选混合A
2665,003380,信诚至选混合C
2666,003382,民生加银鑫享债券A
2667,003383,民生加银鑫享债券C
2668,003384,金鹰添盈纯债债券
2669,003385,工银全球美元债A人民币
2670,003386,工银全球美元债A美元现汇
2671,003387,工银全球美元债C
2672,003388,招商招益宝货币A
2673,003389,招商招益宝货币B
2674,003390,江信一年定开
2675,003391,建信天添益货币A
2676,003392,建信天添益货币B
2677,003393,建信天添益货币C
2678,003394,建信恒安一年定开债
2679,003395,安信尊享纯债
2680,003396,东方红优享红利混合
2681,003397,银华体育文化灵活配置混合
2682,003398,太平日日金货币A
2683,003399,太平日日金货币B
2684,003400,建信恒瑞一年定开债
2685,003401,工银可转债债券
2686,003402,安信活期宝货币A
2687,003403,华商瑞丰混合
2688,003404,招商稳盛定开混合A
2689,003405,招商稳盛定开混合C
2690,003406,南方多元定开债券
2691,003407,景顺长城景泰丰利纯债A
2692,003408,景顺长城景泰丰利纯债C
2693,003411,鹏华弘康灵活配置混合A
2694,003412,鹏华弘康灵活配置混合C
2695,003413,华泰柏瑞新经济沪港深混合
2696,003414,泰达宏利创金混合A
2697,003415,泰达宏利创金混合C
2698,003416,招商财经大数据股票
2699,003417,中加丰泽纯债债券
2700,003418,华润元大润鑫债券A
2701,003419,中欧弘安一年定期开放债券
2702,003422,国寿安保添利货币A
2703,003423,国寿安保添利货币B
2704,003424,江信洪福纯债
2705,003425,江信添福A
2706,003426,江信添福C
2707,003427,建信恒远一年定开债
2708,003428,中加丰盈纯债债券
2709,003429,中证兴业中高等级信用债指数
2710,003430,兴业14天理财A
2711,003431,兴业14天理财B
2712,003432,信诚至瑞灵活配置A
2713,003433,信诚至瑞灵活配置C
2714,003434,博时鑫泽灵活配置混合A
2715,003435,博时鑫泽灵活配置混合C
2716,003436,博时鑫丰混合A
2717,003437,博时鑫丰混合C
2718,003438,招商招怡纯债A
2719,003439,招商招怡纯债C
2720,003440,招商招享纯债A
2721,003441,招商招享纯债C
2722,003442,招商招惠3个月定期开放债券A
2723,003443,招商招惠3个月定期开放债券C
2724,003445,中加丰享纯债债券
2725,003446,英大睿鑫A
2726,003447,英大睿鑫C
2727,003448,招商招华纯债A
2728,003449,招商招华纯债C
2729,003450,招商招信定开债A
2730,003451,招商招信定开债C
2731,003452,招商招盛纯债A
2732,003453,招商招盛纯债C
2733,003454,招商招通纯债A
2734,003455,招商招通纯债C
2735,003456,信达澳银新目标混合
2736,003457,国泰润泰纯债债券
2737,003458,嘉实稳宏债券A
2738,003459,嘉实稳宏债券C
2739,003460,嘉实现金宝
2740,003461,嘉实稳元纯债债券
2741,003463,泰达宏利亚洲债券(QDII)A
2742,003464,泰达宏利亚洲债券(QDII)C
2743,003465,平安金管家货币
2744,003467,富荣货币A
2745,003468,富荣货币B
2746,003471,新疆前海联合添鑫定开债A
2747,003472,新疆前海联合添鑫定开债C
2748,003473,南方天天利货币A
2749,003474,南方天天利货币B
2750,003475,前海联合沪深300指数A
2751,003476,南方安颐混合
2752,003477,南方睿见混合
2753,003478,民生加银腾元宝货币A
2754,003479,财通资管鑫管家货币A
2755,003480,财通资管鑫管家货币B
2756,003481,光大耀钱包货币B
2757,003482,交银天鑫宝货币A
2758,003483,交银天鑫宝货币E
2759,003484,金鹰鑫益混合A
2760,003485,金鹰鑫益混合C
2761,003486,平安惠隆纯债
2762,003487,平安惠融纯债
2763,003488,平安惠裕A
2764,003492,前海开源外向企业股票
2765,003493,申万菱信安鑫优选混合A
2766,003494,富国天惠成长混合C
2767,003495,鹏华弘尚灵活配置混合A
2768,003496,鹏华弘尚灵活配置混合C
2769,003497,银华添泽定开债
2770,003498,前海联合添和纯债A
2771,003499,前海联合添和纯债C
2772,003500,鑫元聚利债券
2773,003501,泰达睿智稳健灵活配置混合
2774,003502,金鹰鑫瑞混合A
2775,003503,金鹰鑫瑞混合C
2776,003504,景顺长城景颐丰利债券A
2777,003505,景顺长城景颐丰利债券C
2778,003508,华安睿安定开混合A
2779,003509,华安睿安定开混合C
2780,003510,长盛可转债债券A
2781,003511,长盛可转债债券C
2782,003512,申万菱信安鑫优选混合C
2783,003513,中邮消费升级
2784,003514,国寿安保安享纯债
2785,003515,国泰利是宝货币
2786,003516,国泰融安多策略灵活配置混合
2787,003517,国泰润利纯债债券
2788,003518,万家鑫瑞纯债A
2789,003519,万家鑫瑞纯债E
2790,003520,万家鑫稳纯债A
2791,003521,万家鑫稳纯债C
2792,003524,易方达深证成指ETF联接A
2793,003525,兴银现金收益货币
2794,003526,农银汇理金穗纯债3个月定开债
2795,003527,鹏华丰腾债券
2796,003528,汇添富长添利定开债A
2797,003529,汇添富长添利定开债C
2798,003530,东方永熙18个月定开债A
2799,003531,东方永熙18个月定开债C
2800,003532,汇添富鑫利定开债券A
2801,003533,汇添富鑫利定开债券C
2802,003534,浦银安盛日日丰货币A
2803,003535,浦银安盛日日丰货币B
2804,003536,浦银安盛日日丰货币D
2805,003537,招商招利宝货币A
2806,003538,招商招利宝货币B
2807,003539,安信现金增利货币B
2808,003542,财通纯债债券C
2809,003545,东兴兴利债券
2810,003546,长城久信债券
2811,003547,鹏华丰禄债券
2812,003548,泰达宏利沪深300指数增强C
2813,003549,浙商惠裕纯债
2814,003550,泰达改革动力混合C
2815,003554,泰达宏利大数据混合C
2816,003555,华泰柏瑞睿利混合A
2817,003556,华泰柏瑞睿利混合C
2818,003561,诺德成长精选A
2819,003562,诺德成长精选C
2820,003564,博时安诚3个月定开债A
2821,003565,博时安诚3个月定开债C
2822,003566,博时臻选纯债债券
2823,003567,华夏行业景气混合
2824,003568,平安惠利纯债
2825,003569,招商招丰纯债A
2826,003570,招商招丰纯债C
2827,003571,招商招琪纯债A
2828,003572,招商招琪纯债C
2829,003573,中信建投稳裕定开债
2830,003574,大成惠利纯债
2831,003575,大成惠益纯债
2832,003578,中金中证500C
2833,003579,中金沪深300C
2834,003580,泰康沪港深价值优选混合
2835,003581,前海联合国民健康混合
2836,003582,中金量化多策略混合
2837,003583,建信稳定鑫利债券A
2838,003584,建信稳定鑫利债券C
2839,003585,先锋现金宝货币
2840,003586,先锋精一混合A
2841,003587,先锋精一混合C
2842,003588,东吴增鑫宝货币A
2843,003589,东吴增鑫宝货币B
2844,003590,建信睿富纯债债券
2845,003591,华泰柏瑞享利混合A
2846,003592,华泰柏瑞享利混合C
2847,003593,国泰景气行业灵活配置混合
2848,003594,长盛盛崇灵活配置混合A
2849,003595,长盛盛崇灵活配置混合C
2850,003598,华商润丰灵活配置混合
2851,003601,申万菱信安鑫精选混合A
2852,003602,申万菱信安鑫精选混合C
2853,003603,景顺长城泰安回报混合A
2854,003604,景顺长城泰安回报混合C
2855,003605,景顺长城景泰汇利定开债
2856,003606,海富通全球收益债券美元
2857,003607,博时富益纯债债券
2858,003610,南方荣安A
2859,003611,南方荣安C
2860,003612,南方卓元债券A
2861,003613,南方卓元债券C
2862,003614,信诚景瑞债券A
2863,003615,信诚景瑞债券C
2864,003618,招商招旺纯债A
2865,003619,招商招旺纯债C
2866,003622,创金合信优价成长股票A
2867,003623,创金合信优价成长股票C
2868,003624,创金合信资源股票发起式A
2869,003625,创金合信资源股票发起式C
2870,003626,平安鑫利混合A
2871,003628,兴银收益增强债券
2872,003629,上投摩根全球多元配置人民币
2873,003630,上投摩根全球多元配置美元现钞
2874,003631,上投摩根全球多元配置美元现汇
